time,headline,sentiment,sentimentValue
2015-02-13T09:31:18Z,"China's Internet Restrictions Are Hampering Business, Foreign Companies Say",Neutral,2
2015-02-14T00:00:00Z,Obama Calls for New Cooperation to Wrangle the ‘Wild West’ Internet,Negative,1
2015-02-16T11:22:23Z,What Children Think of the Internet (and Why It Matters),Negative,1
2015-02-17T00:00:00Z,Estados Unidos intensifica campaña para debilitar alcance del Estado Islámico por Internet,Negative,1
2015-02-18T16:44:09Z,Cuba Temporarily Cuts Price of Internet Access,Negative,1
2015-02-19T19:14:01Z,French Minister Visits U.S. Internet Firms About Militants' Messaging,Negative,1
2015-02-20T05:27:48Z,Deutsche Telekom to Add 5.9 Million Homes to Fast Internet Plan,Negative,1
2015-02-20T05:30:16Z,"Internet Taxes, Another Window Into the Net Neutrality Debate",Negative,1
2015-02-22T05:58:38Z,The Duff: Internet Marshall Law,Positive,3
2015-02-23T13:46:11Z,Cameron: Internet Firms Must Do More After UK Girls Head to Syria,Negative,1
2015-02-23T18:21:05Z,Hollande Urges Internet Firms to Help Fight Online Hate Speech,Neutral,2
2015-02-24T07:05:34Z,"Comcast Revenue Rises as It Adds Video, Internet Customers",Negative,1
2015-02-25T00:00:00Z,F.C.C. Net Neutrality Rules Clear Hurdle as Republicans Concede to Obama,Negative,1
2015-02-25T17:22:55Z,"Outage Cuts Internet, Phone Service Across Northern Arizona",Negative,1
2015-02-26T01:05:27Z,"U.S. Internet Providers Hit With Tougher Rules, Plan Challenges",Positive,3
2015-02-26T03:05:53Z,Regulators Approve Tougher Rules for Internet Providers,Positive,3
2015-02-26T04:57:48Z,FCC Allows City-Owned Internet Providers to Expand,Positive,3
2015-02-26T07:42:07Z,Gogo Expects to Benefit From Rising Demand for In-Flight Internet,Negative,1
2015-02-26T14:55:22Z,Obama Says New FCC Internet Rules Will Protect Innovation - White House,Negative,1
2015-02-26T17:16:23Z,Internet traffic equality for all,Negative,1
2015-02-26T18:54:29Z,"Terror Suspect Says Internet Chats About Women, Not Plot",Neutral,2
2015-02-27T00:00:00Z,"F.C.C. Approves Net Neutrality Rules, Classifying Broadband Internet Service as a Utility",Negative,1
2015-02-27T02:03:36Z,"Australian Laws on Storing Phone, Internet Records to Change",Negative,1
2015-02-27T07:29:25Z,"China Censorship Sweep Deletes More Than 60,000 Internet Accounts",Negative,1
2015-02-28T00:00:00Z,"The White and Gold (No, Blue and Black!) Dress That Melted the Internet",Negative,1
2015-02-28T00:00:00Z,"Un vestido blanco y dorado (¡No, azul y negro!) sacude Internet",Neutral,2
2015-03-01T09:15:16Z,New Internet Rules Set Up Industry's Next Battle,Negative,1
2015-03-02T09:07:46Z,"Honeywell, OneWeb Partner to Offer Satellite Internet to Aircraft",Neutral,2
2015-03-03T10:27:06Z,Supreme Court Allows Challenge to Colorado Internet Tax Law,Neutral,2
2015-03-03T13:39:47Z,FCC Head Defends Internet Neutrality Rules on the Road,Neutral,2
2015-03-04T00:00:00Z,"Upholding Internet Sales Tax Law, a Justice Invites a New Case",Neutral,2
2015-03-04T11:52:56Z,Internet Invades Everything at Gadget Fair in Barcelona,Negative,1
2015-03-06T11:30:00Z,"I.P.O. of HKBN, a Broadband Provider, Is Hong Kong’s Biggest This Year",Neutral,2
2015-03-09T18:18:48Z,Apple Watch Moves Internet Out of Your Pocket,Negative,1
2015-03-10T15:26:28Z,ACLU: Snowden Proved NSA Internet Spying Harms Americans,Negative,1
2015-03-11T20:04:57Z,"Rocket Internet-Backed Helpling Expands in Asia, Mideast",Negative,1
2015-03-12T04:47:10Z,"China's SAIC Motor, Alibaba to Invest $160 Million in Internet-Connected Cars",Negative,1
2015-03-14T00:00:00Z,Islamist Websites in Turkey Manage to Evade Strict Internet Censorship,Negative,1
2015-03-16T16:33:37Z,Cablevision Hopes to Attract Internet Customers With HBO Now,Neutral,2
2015-03-17T00:00:00Z,Cablevision to Offer HBO Now Streaming Service for Internet Customers,Neutral,2
2015-03-17T14:30:58Z,Congress Scrutinizes F.C.C. Following Release of New Internet Rules,Neutral,2
2015-03-18T20:45:31Z,U.S. Trade Groups Seen Leading Lawsuits Against New Internet Rules,Neutral,2
2015-03-19T18:34:36Z,Vince Neil Suing Consultant Over Control of Internet Pages,Negative,1
2015-03-23T01:40:29Z,Uber Ties Up With Times Internet for India Expansion,Positive,3
2015-03-24T03:06:20Z,Indian Court Rejects Ban on 'Offensive' Internet Messages,Negative,1
2015-03-24T06:55:26Z,Battle for African Internet Users Stirs Freedom Fears,Negative,1
2015-03-24T19:54:02Z,Salt Lake City Will Soon Offer Google's High-Speed Internet,Neutral,2
2015-03-25T17:22:42Z,"USTelecom, Texas Internet Provider Sue Over Net Neutrality",Negative,1
2015-03-25T17:45:38Z,United Internet 2014 Core Profit Up by a Third on New Customers,Negative,1
2015-03-26T06:42:30Z,Daily Report: Facebook’s High-Stakes Bet on Drones to Deliver Internet Service,Negative,1
2015-03-27T10:04:30Z,Internet Outages Reveal Gaps in US Broadband Infrastructure,Neutral,2
2015-03-27T10:25:15Z,Internet Outages Reveal Gaps in US Broadband Infrastructure,Neutral,2
2015-03-27T10:28:20Z,Things to Know About Internet Vulnerabilities in the US,Negative,1
2015-03-27T10:39:33Z,"Backup Options for Internet Lines Can Be Costly, Complicated",Negative,1
2015-03-27T13:07:00Z,"Beijing Pledges Free Internet, Optimum Use of 2008 Venues",Negative,1
2015-03-30T05:30:14Z,The Path Toward Tomorrow&#8217;s Internet,Negative,1
2015-03-30T06:03:06Z,Internet giants drive into the electric vehicle space,Neutral,2
2015-03-30T08:45:11Z,Q. and A.: Adam Fisk on Evading Internet Censorship in China,Positive,3
2015-03-30T18:48:53Z,Cuba Aims to Ramp Up Internet Access: U.S. State Department Official,Negative,1
2015-03-31T00:01:16Z,IBM Scores Weather Data Deal and Starts Internet of Things Unit,Negative,1
2015-03-31T00:02:18Z,IBM to Invest $3 Billion in 'Internet of Things' Unit,Negative,1
2015-03-31T00:28:26Z,IBM Says to Invest $3 Billion in 'Internet of Things' Unit,Negative,1
2015-04-01T14:47:08Z,"Dish's Internet TV, Sling, Gets HBO Service for $15 a Month",Negative,1
2015-04-01T23:55:53Z,China Internet Agency Says Google Move 'Unacceptable',Negative,1
2015-04-02T02:48:07Z,China Internet Authority Denounces Google Certificate Rejection,Negative,1
2015-04-02T15:08:05Z,German pilot searched 'suicide' on internet in days before crash,Negative,1
